0.04915909	0.69669432	      1848	6
0.03902209	0.08735674	     46491	0
0.98345122	0.44892765	     46750	94
0.04630662	0.08512794	     49929	0
0.10742930	0.41658399	     53355	14
0.10208760	0.41372236	     53490	14
0.13825316	0.70323530	     62628	17
0.68275070	0.20056819	     64241	62
0.03919895	0.08525769	     76656	0
0.90572528	0.11442188	     80121	91
0.06799676	0.24579693	     80573	2
0.89996854	0.12262888	     81333	81
0.97950721	0.44932606	     83806	94
0.91273069	0.12123859	     85340	91
0.89517390	0.10668135	     90304	81
0.98369411	0.46650587	     91391	94
0.58568981	0.84088804	     95913	58
0.63885848	0.55391983	    105196	65
0.22537731	0.58269383	    112747	25
0.96714024	0.38283789	    112845	93
0.46150385	0.05431564	    119215	40
0.21932177	0.56756035	    120146	25
0.09995647	0.17764877	    137797	1
0.09781766	0.17638131	    137801	1
0.09697977	0.16997726	    137968	1
0.67545907	0.03908440	    138037	60
0.02594917	0.83930458	    141751	8
0.02458326	0.83167011	    147901	8
0.08928110	0.17273539	    150847	1
0.03251020	0.83344799	    151572	8
0.07589638	0.15543868	    157264	1
0.28242398	0.56483641	    177165	25
0.28841961	0.58537255	    182476	25
0.32605019	0.22970978	    183498	32
0.75256568	0.98545100	    184989	79
0.08997077	0.16591708	    185043	1
0.74402643	0.98270562	    188316	79
0.08253997	0.15679092	    188941	1
0.74506012	0.98307768	    189141	79
0.75886012	0.98558231	    193927	79
0.28187525	0.57044962	    194135	25
0.41742326	0.40004561	    199847	44
0.40265569	0.40880235	    200667	44
0.40608979	0.40081544	    200764	44
0.29431515	0.57260077	    200908	25
0.32688301	0.22780017	    206177	32
0.28195664	0.57801685	    209245	25
0.42245933	0.15274964	    209636	41
0.73602192	0.98503210	    210619	79
0.04505528	0.87375699	    217838	8
0.41316638	0.14011127	    218269	41
0.52496532	0.54760039	    218399	55
0.51795242	0.54772188	    221169	55
0.54568121	0.57259754	    222610	55
0.75716872	0.01495978	    224412	70
0.73951434	0.99490831	    226193	79
0.57760902	0.84870285	    230790	58
0.74780068	0.99273423	    238962	79
0.75652776	0.99791133	    241706	79
0.75452429	0.00937092	    241987	70
0.14246761	0.04278051	    244154	10
0.14381242	0.04706732	    247976	10
0.75564106	0.99004246	    248100	79
0.75332246	0.98547946	    249881	79
0.58441499	0.85246933	    252391	58
0.76372666	0.99482648	    254730	79
0.57976917	0.85417916	    255268	58
0.56662462	0.86556099	    257930	58
0.76671456	0.99531224	    257992	79
0.74038821	0.99359634	    258402	79
0.75084034	0.98471983	    259099	79
0.48189615	0.62415193	    259567	46
0.76981312	0.98890483	    260062	79
0.74938263	0.98427779	    262739	79
0.57832700	0.82091000	    263931	58
0.56547973	0.81204155	    265036	58
0.57833154	0.81494897	    265726	58
0.58537758	0.80549376	    268935	58
0.74267321	0.97891805	    269064	79
0.74811202	0.98631630	    269504	79
0.56324437	0.82053661	    272687	58
0.47591748	0.51346107	    276843	45
0.57325430	0.87552283	    279448	58
0.76218346	0.98708782	    280608	79
0.29793756	0.52826326	    280611	25
0.35714568	0.04462991	    281095	30
0.56772994	0.87631481	    281418	58
0.58767809	0.80266143	    283361	58
0.29620974	0.52793601	    284127	25
0.75508635	0.99177565	    285096	79
0.59363644	0.80265714	    285242	58
0.30236831	0.52412405	    285337	35
0.31505048	0.52723267	    287353	35
0.30885397	0.51939341	    287520	35
0.57704548	0.82281042	    288147	58
0.30992957	0.51921419	    290121	35
0.18401805	0.86844957	    290507	18
0.31976408	0.54793674	    293454	35
0.79306037	0.38460075	    296242	73
0.74459412	0.98680906	    296445	79
0.76865649	0.99897678	    296883	79
0.32024086	0.56494513	    297542	35
0.72981107	0.99157604	    298237	79
0.35061628	0.02446129	    300431	30
0.73818483	0.99285770	    301085	79
0.48987820	0.63247378	    301109	46
0.33236712	0.56201269	    301356	35
0.38220298	0.05163206	    301571	30
0.75879733	0.99249813	    302044	79
0.32367514	0.57021089	    302183	35
0.31246711	0.51425117	    302222	35
0.74582340	0.99486942	    302858	79
0.31982127	0.58287953	    304063	35
0.36442701	0.04973969	    304751	30
0.32703810	0.56072990	    305480	35
0.39582167	0.05500710	    305984	30
0.35177200	0.02939508	    306459	30
0.32676771	0.57045732	    306519	35
0.36660076	0.02496047	    306584	30
0.37732847	0.05369057	    306603	30
0.34449418	0.03364207	    307018	30
0.73660269	0.99599604	    308296	79
0.31953247	0.50506724	    308821	35
0.38540784	0.03949579	    310489	30
0.17766255	0.86080581	    311073	18
0.74968840	0.98730349	    312370	79
